title,duration,imdb_rating,directors,writers,cast,genres,release_date,languages,production_companies
Superboys of Malegaon,PT2H7M,8.2,['Reema Kagti'],"['Varun Grover', 'Reema Kagti', 'Varun Grover', 'Reema Kagti']","['Adarsh Gourav', 'Anuj Singh Duhan', 'Jagdish Rajpurohit', 'Ali Abbas', 'Shashank Arora', 'Saqib Ayub', 'Muskkaan Jaferi', 'Nirbhay Jain', 'Harshad Kumar', 'Riddhi Kumar', 'Chetan Swaroop Mishra', 'Neha Mishra', 'Athar Nawaaz', 'Ananya Pathak', 'Manjiri Pupala', 'Pallav Singh', 'Vineet Kumar Singh', 'Gyanendra Tripathi']",['Comedy'],January 2025 (India),['Hindi'],"['Excel Entertainment', 'Tiger Baby Films']"
Visfot,PT2H10M,5.7,['Kookie Gulati'],"['Abbas Dalal', 'Hussain Dalal', 'Abbas Dalal', 'Hussain Dalal']","['Sheeba Chaddha', 'Riteish Deshmukh', 'Fardeen Khan', 'Priya Bapat', ""Krystle D'Souza"", 'Seema Biswas', 'Purnendu Bhattacharya', 'Arjun Aneja', 'Nachiket Purnapatre', 'Arham Khan', 'Neha Pednekar', 'Prashant Singh', 'Krishna Bhatt']","['Crime', 'Thriller']","September 6, 2024 (India)",['Hindi'],"['T-Series Films', 'White Feather Films', 'White Feather Films']"
Sector 36,PT2H3M,7.1,['Aditya Nimbalkar'],"['Bodhayan Roychaudhury', 'Bodhayan Roychaudhury']","['Vikrant Massey', 'Deepak Dobriyal', 'Akash Khurana', 'Darshan Jariwala', 'Mahadev Singh Lakhawat', 'Ajeet Singh', 'Kachoo Ahmad Khan', 'Subir Kumar Biswas', 'Baharul Islam', 'Arindol Bagchi', 'Trimala Adhikari', 'Varun Bhilatia', 'Tanushree Das', 'Hardeep Gupta', 'Ivana Kaur', 'Ipshita Chakraborty Singh', 'Geeta Sodhi']","['Crime', 'Thriller']","September 13, 2024 (India)",['Hindi'],"['Jio Studios', 'Maddock Films']"
Adbhut,PT2H,5.2,['Sabbir Khan'],"['Sabbir Khan', 'Sabbir Khan']","['Shreya Dhanwanthary', 'Rohan Mehra', 'Himanshi Parashar', 'Diana Penty', 'Krishna Sharma', 'Shashank Shende', 'Nawazuddin Siddiqui']","['Drama', 'Thriller']","September 15, 2024 (India)",['Hindi'],"['Sabbir Khan Films', 'Sony Pictures International Productions']"
1600 Meter,PT1H46M,NA,['Hariom Kaushik'],"['Hariom Kaushik', 'Hemant Kaushik', 'Vipan Malawat', 'Hariom Kaushik', 'Hemant Kaushik', 'Vipan Malawat']","['Aakarshan Singh', 'Jogi Mallang', 'Mohit Nain', 'Akanksha Bhardwaj', 'Yogesh Bhardwaj', 'Ranjeet Chauhan', 'Sumit Dhankher', 'Manish Kumar', 'Meena Malik', 'Neeva Malik', 'Mukesh Musafir', 'Minakshi Sain', 'Sandeep Sharma', 'Sanju Sharma']","['Drama', 'Family', 'Sport']","September 17, 2024 (India)","['Hindi', 'Haryanvi']",['Om Kaushik Films']
Salamat Rahe Dostana Hamara (SRDH),PT1H,9.3,['Shivam dandapat'],[],"['Subhadeep Dutta', 'Subham Ghosh', 'Sumana Kuila', 'Hrivu Basu Ray', 'Saptashya Saha']","['Drama', 'Family']","September 17, 2024 (India)",['Hindi'],[]
Maaya Ka Moh,PT1H30M,3.7,['Ankush Bhatt'],"['Niti Potdar', 'Akshat Sharma', 'Niti Potdar', 'Akshat Sharma']","['Priya Banerjee', 'Sheetal Dabholkar', 'Mahesh Shetty', 'Pankit Thakker']","['Drama', 'Romance']","September 19, 2024 (India)",['Hindi'],"['Shobhana Desai Production', 'Shobhana Desai Production']"
Yudhra,PT2H22M,5.1,['Ravi Udyawar'],"['Farhan Akhtar', 'Akshat Ghildial', 'Shridhar Raghavan', 'Farhan Akhtar', 'Akshat Ghildial', 'Shridhar Raghavan']","['Siddhant Chaturvedi', 'Malavika Mohanan', 'Sarthak Khurana', 'Raghav Juyal', 'Gajraj Rao', 'Abhishek Bhalerao', 'Ram Kapoor', 'Raj Arjun', 'Shilpa Shukla', 'Martin Fernandez', 'Saurabh Gokhale', 'Sharvari Deshpande', 'Shireesh Sharma', 'Dolly Verma', 'Joao Mario', 'Anubha Arora', 'Kabeer Bhartiya', 'Sneha Balpande']","['Action', 'Drama', 'Thriller']","September 20, 2024 (India)",['Hindi'],['Excel Entertainment']
Jo Tera Hai Woh Mera Hai,PT1H41M,5.1,['Raj Trivedi'],"['Amit Pradhan', 'Aditya Rawal', 'Devang Tiwari', 'Amit Pradhan', 'Aditya Rawal', 'Devang Tiwari']","['Paresh Rawal', 'Amit Sial', 'Sonali Kulkarni', 'Sonnalli Seygall', 'Bharti Achrekar', 'Faisal Malik', 'Nitesh Pandey', 'Sejal Gupta', 'Ravi Shankar Jaiswal', 'Jatin Sarin', 'Aashish Dubey', 'Priyank Tiwari', 'Satendra Soni', 'Harminder Singh', 'Bristi Samaddar']",['Comedy'],"September 20, 2024 (India)",['Hindi'],['Jar Pictures']
Nasha Jurm Aur Gangsters,PT2H17M,7.5,"['Rajkumar Patra', 'Rocky Rupkumar Patra']","['Rajkumar Patra', 'Rocky Rupkumar Patra', 'Yudhisthir', 'Rajkumar Patra', 'Rocky Rupkumar Patra', 'Yudhisthir']","['Rocky Rupkumar Patra', 'Rajkumar Patra', 'Yudhisthir', 'Feroz Khan', 'Munni Pankaj', 'Agni Dutta', 'Abhijit Acharjee', 'Mithu Dey', 'Manisha Dutta', 'Aparna Giri', 'Piklu', 'Rani', 'Bidyut Mahapatra', 'Bhabendu Satpathi', 'Akshay Rudransh', 'Manoj Kumar Chadha', 'Abhishek Mandal', 'Biswajit Shukla']","['Action', 'Crime', 'Drama', 'Thriller']","September 20, 2024 (India)",['Hindi'],"['Golden life acting modeling institute', ""Men's club Entertainment"", 'Patras Glam Entertainment']"
Bal Naren,PT1H38M,6.6,['Pawan Nagpal'],"['Pawan Nagpal', 'Umang Beena Saxena', 'Pawan Nagpal', 'Umang Beena Saxena']","['Bidita Bag', 'Yagya Bhasin', 'Rajneesh Duggal', 'Harshul Loungiany', 'Govind Namdeo', 'Vindu Dara Singh']",['Drama'],"September 20, 2024 (India)",['Hindi'],['Soham Rockstar Entertainment']
Dhaaak,PT2H8M,9.0,['Anees Barudwale'],"['Anees Barudwale', 'Nisar Akhtar', 'Anees Barudwale', 'Nisar Akhtar']","['Mohd Saleem Mullanavar', 'Sheena Shahabadi', 'Avinash Wadhawan', 'Pradeep Singh Rawat', 'Prithvi Vazir', 'Ruslaan Mumtaz', 'Vaishnavi Mahant', 'Nilofar Gesawat', 'Tamsil Shahezad Khan', 'Rajendra Shisatkar', 'Hemant Choudhary', 'Liyakat Nasir', 'Daksh Sethi', 'Zeeshan Moin', 'Kislay Dutt', 'Srivatsa Krishna', 'Rabbi Bishunpuri', 'Navraj Brar']","['Action', 'Romance']","September 20, 2024 (India)",['Hindi'],[]
Main Banungi Miss Bundelkhand: The Women Power,NA,9.4,['Sameer Khan'],[],"['Jaideep Bhainya', 'Kirtika Gupta', 'Kashvi Jaiswal', 'Ali Khan', 'Kabir Khan', 'Manisha Khan', 'Saina Khan', 'Sameer Khan', 'Kahkasha Kushvaha', 'Rakesh Malhotra', 'Onkar Das Manikpuri', 'Ajay Kumar Nigam', 'Rahul Roy', 'Anand Kumar Saxena']",['Drama'],"September 20, 2024 (India)",['Hindi'],[]
Maxx Ki Gunn,NA,NA,['Sameer Khan'],"['Sameer Khan', 'Faisal Saif', 'Sameer Khan', 'Faisal Saif']","['Zakia Bari Momo', 'Amita Nangia', 'Nishant Pandey', 'Sonam Penjore', 'Kavita Radheshyam']",['Thriller'],"September 20, 2024 (India)",['Hindi'],['Faith Pictures Inc']
Kulfi,PT1H25M,NA,['Pramith Ganguly'],[],['Harish Shaw'],['Drama'],"September 20, 2024 (India)",['Hindi'],"['Valley House Films', 'Valley House Films']"
Soch - A perception,NA,8.2,['Ravi Gautam'],"['Ravi Gautam', 'Pepino Pushpani', 'Ravi Gautam', 'Pepino Pushpani']","['Anjali Patil', 'Mukti Ravi Das', 'Silpi Dutta', 'Bhawani Muzamil', 'Bhavani Bashir Yasir', 'Ritika Sharma', 'Gauri Webster', 'Dipesh Rohilla', 'Dayal Prasad', 'Kritika Sharma', 'Deepa Sharma', 'Jaimala Sharma', 'Kamal Sharma']","['Crime', 'Drama', 'Mystery']","September 21, 2024 (United States)",['Hindi'],"['Aarambh Productions', 'Anahat Films', 'Webfilmland Productions']"
Sitara,PT1H45M,5.3,['Vandana Kataria'],"['Sonia Bahl', 'Abbas Dalal', 'Hussain Dalal', 'Sonia Bahl', 'Abbas Dalal', 'Hussain Dalal']","['Sobhita Dhulipala', 'Sonali Kulkarni', 'Rajeev Siddhartha', 'Sankar Induchoodan', 'Sanjay Bhutiani', 'Virginia Rodrigues', 'Seema Sawhney Sharma', 'B. Jayashree', 'Rijul Ray', 'Tamara Dsouza', 'Ashish Sawhny']","['Drama', 'Family', 'Romance']","September 27, 2024 (India)","['Hindi', 'Malayalam']","['Absolute Productions', 'RSVP', 'RSVPMovies']"
Panne,PT2H42M,NA,['Ram Alladi'],"['Ram Alladi', 'Deepti Gangrade', 'Aazam Salim Khan', 'Ram Alladi', 'Deepti Gangrade', 'Aazam Salim Khan']","['Silpa Das', 'Krishna Goda', 'Sam Mukherjee', 'Pankaj Munshi', 'Anand Rangarajan', 'Kalpana Tiwari']","['Drama', 'Family']","September 27, 2024 (India)",['Hindi'],['Ar Itworks']
Rudra & Return of King Makoonga,PT45M,NA,['Vishwajeet Shinde'],"[""Jovita D'Souza"", ""Jovita D'Souza""]","['Vinod Kulkarni', 'Shailender Pandey']",['Animation'],"September 29, 2024 (India)",['Hindi'],[]
Smart Killer,NA,8.6,"['Yogi Khokkar', 'Rajaram Singh']","['Priya Naidu', 'Priya Naidu']","['Atsede Addy Ethio', 'Hemant Birje', 'Pinky Chinoy', 'Pooja Dadwal', 'Ramesh Goyal', 'Raju Khan', 'Siddhant Kumar', 'Durgesh Nautiyal', 'Sunil Pal', 'Lalitraj Sharma', 'Sakshi Tiwari', 'Sapna Tiwari', 'Shivpujan Tiwari', 'Vibha Tiwari']","['Drama', 'Family']",September 2024 (India),['Hindi'],['Filmy Jhalak International']
Amar Prem Ki Prem Kahaani,PT1H57M,4.4,['Hardik Gajjar'],"['Rupinder Inderjit', 'Rupinder Inderjit']","['Sunny Singh', 'Aditya Seal', 'Pranutan Bahl', 'Nikky Athan', 'Sammy Jonas Heaney', 'Antarjeet Joshi', 'Ashish Kaushal', 'Sonia Sodhi Kaushal', 'Jhumma Mitra', 'Chetan Mohture', 'Diksha J Singh', 'Isha Sood']","['Romantic Comedy', 'Comedy', 'Romance']","October 4, 2024 (India)",['Hindi'],"['Jio Studios', 'Jio Studios', 'Back Bencher Pictures']"
Colourrs of Love,PT2H1M,6.3,['Divyesh Limbani'],"['Divyesh Limbani', 'Divyesh Limbani']","['Smaran Sahu', 'Pawan Chopra', 'Deepika Amin', 'Gurpreet Kkaur', 'Bhakti Kubavat']",['Drama'],"October 4, 2024 (India)",['Hindi'],[]
Sad Letters of an Imaginary Woman,PT1H20M,9.3,['Nidhi Saxena'],"['Nidhi Saxena', 'Nidhi Saxena']","['Bhadra Basu', 'Anamika Tiwari']",['Drama'],"November 10, 2024 (India)",['Hindi'],[]
Mai Thanedar Hu,NA,NA,['Rana Jaiswal'],"['Sanjeev Chauhan', 'Sanjeev Chauhan']","['Fareed Ansari', 'Krishna Bansal', 'Sanjeev Chauhan', 'Omi Kashyap', 'Hasanpreet Kaur', 'Faizan Khan', 'Vandana Patil', 'Manish Shankhe', 'Vikash Tiwari', 'Manjeet Uppal']",['Comedy'],"October 6, 2024 (India)",['Hindi'],[]
Jigra,PT2H33M,6.1,['Vasan Bala'],"['Vasan Bala', 'Debashish Irengbam', 'Vasan Bala', 'Debashish Irengbam']","['Alia Bhatt', 'Sikandar Kher', 'Vedang Raina', 'Vivek Gomber', 'Akashdeep Sabir', 'Rahul Ravindran', 'Manoj Pahwa', 'Aditya Nanda', 'Sheeba Agarwal', 'Akansha Ranjan Kapoor', 'Ankur Khanna', 'Jason Shah', 'Harssh Singh', 'Ishan Jack', 'Yuvraj Vijan', 'Dheer Hira', 'Ram Solanki', 'Simon Feilder']","['Action', 'Drama', 'Thriller']","October 11, 2024 (India)",['Hindi'],"['Dharma Productions', 'Eternal Sunshine Productions']"
Vicky Vidya Ka Woh Wala Video,PT2H32M,5.2,['Raaj Shaandilyaa'],"['Rajan Agarwal', 'Ishrat R. Khan', 'Yusuf ali Khan', 'Rajan Agarwal', 'Ishrat R. Khan', 'Yusuf ali Khan']","['Rajkummar Rao', 'Triptii Dimri', 'Vijay Raaz', 'Mallika Sherawat', 'Archana Puran Singh', 'Rakesh Bedi', 'Tiku Talsania', 'Mukesh Tiwari', 'Ashwini Kalsekar', 'Ray Aksh', 'Daljit Arora', 'Tracy Ann Chapel', 'Shakti Singh Chouhan', 'Shehnaaz Gill', 'Jitender', 'Archana Patel', 'Jaswant Singh Rathore', 'Saharsh']","['Raunchy Comedy', 'Slapstick', 'Comedy']","October 11, 2024 (India)",['Hindi'],"['Balaji Telefilms', 'T-Series Films', 'Thinkink Picturez']"
Lailaa Manju,PT53M,NA,['Kamya Nair'],"['Kalpak Bhave', 'Kamya Nair', 'Prithvi Sahir Vatsalya', 'Kalpak Bhave', 'Kamya Nair', 'Prithvi Sahir Vatsalya']","['Sagar Deshmukh', 'Suhas Joshi', 'Mansi Puggal', 'Tanvi Lehr Sonigra', 'Shilpa Tulaskar']",['Drama'],"October 12, 2024 (India)",['Hindi'],['CoLaboratory']
Bae Dard,PT2H21M,NA,['Prashanth Jade'],"['Prashanth Jade', 'Prashanth Jade']","['Aniruddh Roy', 'Sue Anieson', 'Mann Chhatbar', 'Kavita Jindal', 'Naimunnisa Khan', 'Abhijeet Sahay']",['Comedy'],"October 13, 2024 (India)",['Hindi'],[]
The E-Ghost,PT1H50M,NA,['Ankush Darode'],"['A.L. Bantwal', 'A.L. Bantwal']","['Chirag Jani', 'Ayesha Khan', 'Sameer Khan', 'Pramod Moutho', 'Amit Poddar', 'Sarika Raghwa']",['Horror'],"October 15, 2024 (United States)",['Hindi'],[]
Ateet Ek Prem Kahani,NA,NA,['Anil Nainan'],[],"['Anara Gupta', 'Slesha Mishra', 'Raghav Nayyar', 'Ritesh Pandey']",['Horror'],"October 15, 2024 (India)",['Hindi'],"[""Yashi Film's""]"
Naag Bhoomi,PT2H10M,5.6,['Deva Saca'],[],"['Yogi Babu', 'Aishwarya Dutta', 'Karunakaran', 'Bindhu Madhavi', 'Aadya Prasad', 'Rikin Saigal', 'Srikanth', 'Raiza Wilson']","['Action', 'Fantasy']","October 17, 2024 (India)",['Hindi'],[]
Aayushmati Geeta Matric Pass,PT2H17M,8.0,['Pradip Khairwar'],"['Kabir Keval', 'Pradip Khairwar', 'Navnitesh Singh', 'Kabir Keval', 'Pradip Khairwar', 'Navnitesh Singh']","['Kashika Kapoor', 'Anuj Saini', 'Atul Srivastava', 'Alka Amin', 'Pranay Dixit', 'Yash Agrawal', 'Zoie Aggarwal Ahmed', 'Saandeep Bhojaak', 'Muskan Jain', 'Mahendra Kumarr', 'Priyanka Malviya', 'Swapnil Raut']",['Drama'],"October 18, 2024 (India)",['Hindi'],"['Altair Media', 'Good Idea Films', 'Spunk Productions']"
Settlement,PT1H30M,NA,['Dinesh Shahdeo'],"['Dinesh Shahdeo', 'Dinesh Shahdeo']","['Akash Kumar Mittal', 'Priya Parasnath Gupta', 'Priyanshu Raj', 'Ranjit Bihari', 'Shankar Pathak']",['Drama'],"October 18, 2024 (India)",['Hindi'],[]
Despatch,PT2H33M,4.4,['Kanu Behl'],"['Ishani Banerjee', 'Kanu Behl', 'Ishani Banerjee', 'Kanu Behl']","['Manoj Bajpayee', 'Shahana Goswami', 'Arrchita Agarwaal', 'Rituparna Sen', 'Anand Alkunte', 'Riju Bajaj', 'Arun Behl', 'Abhishek Bhalerao', 'Purnendu Bhattacharya', 'Ajoy Chakraborty', 'Chhabria Chiranjeet', 'Mishka Gambhir', 'Sainath Ganuwad', 'Nitin Goel', 'Ashok Kelkar', 'Haresh Khatri', 'Harish Khatri', 'Rajneesh Khullar']","['Drama', 'Thriller']","December 13, 2024 (India)",['Hindi'],"['Clockwork Film', 'RSVP', 'Skywalk Films']"
Ghamasaan,PT2H30M,9.0,['Tigmanshu Dhulia'],"['Tigmanshu Dhulia', 'Piiyush Singh', 'Ram Yash Singh', 'Tigmanshu Dhulia', 'Piiyush Singh', 'Ram Yash Singh']","['Kraggy Bhaskar', 'Ishita Dutta', 'Pratik Gandhi', 'Rajpal Naurang Yadav', 'Hemant Sharma', 'Arshad Warsi']",['Drama'],"October 20, 2024 (India)",['Hindi'],"['Golden Ratio Films', 'Jio Studios', 'Vistas Media Capital']"
Phool Ka Chand,PT1H21M,7.9,[],[],[],['Biography'],"October 20, 2024 (India)","['Hindi', 'Marathi']",[]
Do Patr Aur Ek Adhoori Si Mulaaqaat,PT1H34M,7.6,['Ishan Saran Agarwal'],"['Ishan Saran Agarwal', 'Ishan Saran Agarwal']","['Aastha Anand', 'Saksham Bambha', 'Arya Gautam', 'Mudit Gupta', 'Prathana Kachroo', 'Shubham Singh']",['Drama'],"October 20, 2024 (India)",['Hindi'],[]
Humans in the Loop,NA,9.1,['Aranya Sahay'],"['Aranya Sahay', 'Aranya Sahay']","['Geeta Guha', 'Gita Guha', 'Vikas Gupta', 'Anurag Lugun', 'Sonal Madhushankar', 'Prayrak Mehta', 'Ridhima Singh']",['Drama'],"October 21, 2024 (India)",['Hindi'],"['Sauv Films', 'Storiculture']"
Taak,PT39M,7.6,['Udit Khurana'],"['Udit Khurana', 'Udit Khurana']","['Jyoti Dogra', 'Ambika Kamal']",['Drama'],"October 22, 2024 (India)",['Hindi'],['Storiculture']
Free as a Bird,PT16M,NA,"['Aditya Khude', 'Siddharth Bhamidipati']","['Aditya Khude', 'Aditya Khude']","['Varsha Dandale', 'Siddharth Menon', 'Parna Pethe', 'Ashish Vidyarthi', 'Shrikant Yadav']",['Drama'],"October 22, 2024 (India)",['Hindi'],[]
DDV Movie,NA,NA,['Premanidhi Majhi'],[],"['Bibek Majhi', 'Dusmanta Majhi', 'Khusiram Majhi', 'Pinku Majhi', 'Premanidhi Majhi', 'Tirtha Majhi']",[],"October 22, 2024 (India)",['Hindi'],['ddvreturnFilms']
Go Noni Go,PT1H54M,NA,['Sonal Dabral'],"['Sonal Dabral', 'Nikhil Sachan', 'Sonal Dabral', 'Nikhil Sachan']","['P.R. Balan', 'Dimple Kapadia', 'Manav Kaul', 'Ayesha Raza Mishra', 'Athiya Shetty']",['Romance'],"October 23, 2024 (India)",['Hindi'],"['Applause Entertainment Ltd.', 'Ellipsis Entertainment', 'Mrs Funnybones Movies']"
Forbidden Love,PT1H36M,7.2,['Ajay V.'],"['Amitava Mitra', 'Amitava Mitra']","['Reeva Chaudhary', 'Manish Goplani', 'Neha Khatri', 'Naaz Shaikh', 'Kanchi Singh']",['Romance'],"October 24, 2024 (India)",['Hindi'],['Notty']
Third-Floor,NA,NA,[],[],[],[],"October 24, 2024 (India)",['Hindi'],[]
Do Patti,PT2H6M,6.5,['Shashanka Chaturvedi'],"['Kanika Dhillon', 'Kanika Dhillon']","['Kajol', 'Kriti Sanon', 'Shaheer Sheikh', 'Tanvi Azmi', 'Brijendra Kala', 'Prachee Shah', 'Vivek Mushran', 'Chittaranjan Tripathy', 'Manoj Bakshi', 'Mohit Chauhan', 'Darius Chinoy', 'Shikha Dhyani', 'Zeba Hussain', 'Vriddhi Jain', 'Vrishti Jain', 'Danish Kalra', 'Sohaila Kapur', 'Vidushi Manaduli']","['Crime', 'Drama', 'Mystery', 'Thriller']","October 25, 2024 (India)",['Hindi'],"['Blue Butterfly Films', 'Katha pictures', 'Vipin Priyanka Production']"
The Miranda Brothers,PT1H39M,4.3,['Sanjay Gupta'],"['Sameer Hafiz', 'Milap Zaveri', 'Sameer Hafiz', 'Milap Zaveri']","['Sahher Bambba', 'Nikhil Chinappa', 'Rahul Dev', 'Naved Jaffrey', 'Meezaan Jafri', 'Rahul Mohite', 'Jeniffer Piccinato', 'Harshvardhan Rane', 'Manasi Joshi Roy', 'Sanjay Suri']","['Action', 'Drama', 'Sport', 'Thriller']","October 25, 2024 (India)",['Hindi'],['White Feather Films']
Navras Katha Collage,PT2H23M,8.3,['Praveen Hingonia'],"['Praveen Hingonia', 'Praveen Hingonia']","['Alka Amin', 'Ram Awana', 'Sheeba Chaddha', 'Rohit Chaudhary', 'Shaji Chaudhary', 'Dolphin Dubey', 'Praveen Hingonia', 'Swar Hingonia', 'Amardeep Jha', 'Shriya Jha', 'Alka Badola Kaushal', 'Ruhana Khanna', 'Jashan Singh Kohli', 'Neelu Kohli', 'Bhuvnesh Mann', 'Revathi Pillai', 'Gyan Prakash', 'Krishna Raaz']",['Drama'],"October 25, 2024 (India)",['Hindi'],['Swardhrupad Productions']
Money Tantra,PT1H40M,NA,['Anshuman Rawat'],"['Anshuman Rawat', 'Anshuman Rawat']","['Simran Awasthi', 'Sunil Chaturvedi', 'Rajveer S Gaur', 'Ravi Gupta', 'Shailendra Kumar', 'Vijay Mishra', 'Devendu Rajan', 'Veda Rakesh', 'Avinash Shukla']",['Thriller'],"October 25, 2024 (India)",['Hindi'],['Uni Player Films']
Samar,NA,9.7,['Ayush Upadhyay'],"['Ayush Upadhyay', 'Sarthak Choubey', 'Deepa Dubey', 'Ayush Upadhyay', 'Sarthak Choubey', 'Deepa Dubey']","['Ayush Upadhyay', 'Gargi Modi', 'Divita Seerwani', 'Sanjay Nanda', 'Madhuresh Jyotishi', 'Puneet Nanda', 'Sarthak Choubey', 'Sudhanshu Gaur', 'Sourabh Nanda', 'Dwarka Sahu', 'Sanil Tamrakar', 'Sanjay Yadav']","['Action', 'Drama']","October 25, 2024 (India)",['Hindi'],['U9 Films']
Golmaal Jr: Humshakals Ka Golmaal,PT46M,NA,['Charan Desai'],[],"['Vinod Kulkarni', 'Shanoor Mirza', 'Viral Shah']","['Animation', 'Comedy']","October 25, 2024 (India)",['Hindi'],[]
Tariq,PT2H2M,6.9,['Arun Gopalan'],"['Simaab Hashmi', 'Lalit Marathe', 'Ritesh Shah', 'Simaab Hashmi', 'Lalit Marathe', 'Ritesh Shah']","['John Abraham', 'Rukmini Maitra', 'Gajala', 'Sujith Shanker', 'Bajrangbali Singh', 'Arjun Jethwa']","['Action', 'Drama', 'Thriller']","October 29, 2024 (India)",['Hindi'],"['Bake My Cake Films', 'JA Entertainment']"
Motu Patlu & The Rise of Zombies,PT1H14M,6.5,['Dheeraj Berry'],"['Dheeraj Berry', 'Dheeraj Berry']",['Sourav Chakraborty'],['Animation'],"October 31, 2024 (India)",['Hindi'],[]
Kaansya,NA,NA,['Aditya Watts'],"['Aditya Dabas', 'Aditya Watts', 'Aditya Dabas', 'Aditya Watts']","['Sahil Sethi', 'Lakshya Goel', 'Kritika Pande', 'Vaarun Bhagat', 'Gunnit Cour', 'Raj Gahlawat', 'Nirnay Godlaw', 'Rakesh Ji', 'Sakshi Kakkar', 'Vishvajeet Oberoi', 'Kushal Rao', 'Surendra Sagar', 'Sahil Sethi', 'Ashish Sharma', 'Ritesh Singh', 'Ankur Solanki', 'Abhishek Talwar', 'Ankit Varshneya']",['Drama'],"October 31, 2024 (India)",['Hindi'],['Aditya Watts Films Private Limited']
Bhool Bhulaiyaa 3,PT2H38M,4.8,['Anees Bazmee'],"['Aakash Kaushik', 'Aakash Kaushik']","['Kartik Aaryan', 'Vidya Balan', 'Madhuri Dixit', 'Triptii Dimri', 'Vijay Raaz', 'Rajpal Naurang Yadav', 'Sanjay Mishra', 'Ashwini Kalsekar', 'Rajesh Sharma', 'Manish Wadhwa', 'Arun Kushwah', 'Prantika Das', 'Rose Sardana', 'Denzil Smith', 'Saurabh Dubey', 'Kanchan Mullick', 'Aashish Dubey', 'Shataf Figar']","['Supernatural Horror', 'Comedy', 'Horror']","November 1, 2024 (India)",['Hindi'],"['Super Cassettes Industries Limited (T-Series)', 'T-Series']"
Singham Again,PT2H24M,5.0,['Rohit Shetty'],"['Vidhi Ghodgaonkar', 'Abhijeet Khuman', 'Anusha Nandakumar', 'Vidhi Ghodgaonkar', 'Abhijeet Khuman', 'Anusha Nandakumar']","['Deepika Padukone', 'Salman Khan', 'Akshay Kumar', 'Ajay Devgn', 'Kareena Kapoor', 'Ranveer Singh', 'Tiger Shroff', 'Jackie Shroff', 'Arjun Kapoor', 'Ravi Kishan', 'Shweta Tiwari', 'Farhana Bhat', 'Dayanand Shetty', 'Rajshri Nair', 'Viren Vazirani', 'Sara Khan', 'Saloni Mishra', 'Bhagya Nair']","['Action', 'Drama']","November 1, 2024 (India)",['Hindi'],"['Jio Studios', 'Ajay Devgn Ffilms', 'Bollygrad Productions']"
Rare,NA,NA,['Sourabh Vyas'],"['Sourabh Vyas', 'Sourabh Vyas']","['Padam Bhola', 'Piyush Mishra', 'Jay Parashar', 'Heital Puniwala', 'Anamika Singh']","['Drama', 'Thriller']","November 1, 2024 (India)",['Hindi'],['Buzzmore Media']
Sarkari Rozgaar,PT2H20M,NA,['Vikas Prajapat'],[],['Janit Bhutani'],"['Action', 'Drama', 'Romance']","November 1, 2024 (India)",['Hindi'],['Red Leopard Production']
Vijay 69,PT1H52M,6.1,['Akshay Roy'],"['Akshay Roy', 'Abbas Tyrewala', 'Akshay Roy', 'Abbas Tyrewala']","['Anupam Kher', 'Chunky Pandey', 'Ekavali Khanna', 'Adrija Sinha', 'Mihir Ahuja', 'Sulagna Panigrahi', 'Ketika Sharma', 'Paritosh Sand', 'Vrajesh Hirjee', 'Guddi Maruti', 'Saanand Verma', 'Pawan Chopra', 'Narendra Jetley', 'Namit', 'Anirban Bhattacharyya', 'Yogesh Bhardwaj']","['Comedy', 'Drama', 'Sport']","November 8, 2024 (India)",['Hindi'],"['YRF Entertainment', 'Yash Raj Films']"
Khwaabon Ka Jhamela,PT1H53M,6.1,['Danish Aslam'],"['Danish Aslam', 'Vicky Bahri', 'Harman Baweja', 'Danish Aslam', 'Vicky Bahri', 'Harman Baweja']","['Prateik Patil Babbar', 'Sayani Gupta', 'Kubbra Sait', 'Danish Husain', 'Freddie Love', 'Lilette Dubey', 'Cindy Bamrah', 'Farhan Baqi', 'Kishore Bhatt', 'Bogumila Bubiak', 'Anisa Butt', 'Anil Christie', 'Babita Christie', 'Amber Elizabeth', 'Leah Khambata', 'Kaizaad Kotwal', 'Ravi Multani', 'Richa Prakash']","['Drama', 'Romance']","November 8, 2024 (India)",['Hindi'],"['Baweja Studios', 'Indo-UK Film Company', 'Oddball Motion Pictures']"
Ella,PT1H31M,9.5,['Roshan Fernandes'],"['Roshan Fernandes', 'Roshan Fernandes']","['Makrand Deshpande', 'Saranya Sharma', 'Isha Talwar']",['Fantasy'],"November 8, 2024 (India)",['Hindi'],"['Parashuland Films', 'Uniiq Films']"
Tees,PT2H22M,NA,['Dibakar Banerjee'],"['Dibakar Banerjee', 'Gaurav Solanki', 'Dibakar Banerjee', 'Gaurav Solanki']","['Shashank Arora', 'Kalki Koechlin', 'Manisha Koirala', 'Huma Qureshi', 'Naseeruddin Shah']","['Drama', 'Sci-Fi']","November 8, 2024 (India)",['Hindi'],[]
The Dogs Separation,PT1H30M,NA,['Suvahhdan Angre'],"['Suvahhdan Angre', 'Suvahhdan Angre']","['Aditya Alankar', 'Suvahhdan Angre', 'Mithila Naik', 'Leena Nandi', 'Atharva Nerlekar']",['Thriller'],"November 9, 2024 (India)",['Hindi'],[]
